fecha,codigo_pais,nombre_pais,codigo_iso_ccaa,codigo_ine_ccaa,nombre_ccaa,lat,long,casos_confirmados,casos_hospitalizados,casos_UCI,casos_fallecidos,casos_recuperados,casos_confirmados_diario,casos_UCI_diario,casos_fallecidos_diario
2020-03-23,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,400,87,27,10,18,69,13,6
2020-03-23,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,481,172,32,11,7,67,0,2
2020-03-23,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,347,157,14,6,11,65,5,1
2020-03-23,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,2078,1574,142,145,51,259,66,33
2020-03-23,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,2055,860,120,102,117,311,14,28
2020-03-23,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,5925,1681,551,245,644,1221,253,54
2020-03-23,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,6,0,0,0,0,1,0,0
2020-03-23,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,1901,702,138,94,36,297,25,25
2020-03-23,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,493,131,13,18,6,109,5,4
2020-03-23,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,1208,270,47,18,19,293,12,6
2020-03-23,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,10575,9561,942,1263,2063,873,108,242
2020-03-23,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,28,12,1,0,0,3,0,0
2020-03-23,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,345,80,23,2,1,49,7,1
2020-03-23,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,886,339,40,24,7,92,10,10
2020-03-23,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,2421,1252,92,120,283,324,11,23
2020-03-23,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,747,166,22,22,18,93,5,4
2020-03-22,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1725,724,55,47,38,210,2,7
2020-03-22,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,532,241,45,24,3,108,12,2
2020-03-22,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,545,171,15,8,20,59,3,3
2020-03-22,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,331,79,14,4,17,85,0,0
2020-03-22,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,414,150,32,9,7,66,3,2
2020-03-22,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,282,116,9,5,11,67,0,3
2020-03-22,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,1819,838,76,112,48,396,11,28
2020-03-22,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,1744,709,106,74,89,278,21,19
2020-03-22,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,4704,1681,298,191,150,501,0,69
2020-03-22,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,5,0,0,0,0,0,0,0
2020-03-22,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,1604,590,113,69,30,241,29,19
2020-03-22,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,384,87,8,14,8,30,2,2
2020-03-22,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,915,227,35,12,16,176,6,3
2020-03-22,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,9702,8441,834,1021,1899,781,67,217
2020-03-22,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,25,12,1,0,0,0,0,0
2020-03-22,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,296,78,16,1,1,56,2,0
2020-03-22,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,794,288,30,14,4,130,5,5
2020-03-22,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,2097,988,81,97,216,372,10,12
2020-03-22,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,654,134,17,18,18,90,0,3
2020-03-21,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1515,605,53,40,72,228,15,10
2020-03-21,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,424,192,33,22,0,64,5,5
2020-03-21,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,486,133,12,5,16,142,5,3
2020-03-21,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,246,60,14,4,11,43,4,2
2020-03-21,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,348,139,29,7,7,61,4,3
2020-03-21,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,215,92,9,2,11,71,2,1
2020-03-21,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,1423,635,65,84,38,379,28,22
2020-03-21,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,1466,575,85,55,54,319,16,12
2020-03-21,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,4203,1681,298,122,150,933,265,40
2020-03-21,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,5,0,0,0,0,0,0,0
2020-03-21,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,1363,476,84,50,25,258,13,17
2020-03-21,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,354,65,6,12,8,57,2,2
2020-03-21,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,739,168,29,9,6,161,10,4
2020-03-21,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,8921,7388,767,804,1542,1756,89,176
2020-03-21,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,25,8,1,0,0,1,0,0
2020-03-21,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,240,61,14,1,1,36,3,1
2020-03-21,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,664,222,25,9,1,110,6,4
2020-03-21,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,1725,654,71,85,165,260,18,14
2020-03-21,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,564,128,17,15,18,67,2,8
2020-03-20,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1287,,38,30,72,279,13,7
2020-03-20,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,360,,28,17,0,79,14,2
2020-03-20,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,344,,7,2,12,52,1,1
2020-03-20,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,203,,10,2,10,34,3,0
2020-03-20,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,287,,25,4,6,67,2,1
2020-03-20,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,144,,7,1,10,61,3,0
2020-03-20,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,1044,,37,62,34,243,0,20
2020-03-20,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,1147,,69,43,37,279,15,14
2020-03-20,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,3270,,33,82,150,568,0,27
2020-03-20,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,5,,0,0,0,4,0,0
2020-03-20,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,1105,,71,33,20,184,19,9
2020-03-20,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,297,,4,10,7,56,1,2
2020-03-20,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,578,,19,5,5,125,4,1
2020-03-20,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,7165,,678,628,1186,388,88,130
2020-03-20,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,24,,1,0,0,1,1,0
2020-03-20,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,204,,11,0,1,37,5,0
2020-03-20,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,554,,19,5,1,72,8,1
2020-03-20,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,1465,,53,71,21,275,9,18
2020-03-20,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,497,,15,7,13,29,0,2
2020-03-19,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1008,,25,23,33,149,4,4
2020-03-19,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,281,,14,15,0,55,5,2
2020-03-19,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,292,,6,1,4,50,1,0
2020-03-19,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,169,,7,2,6,57,3,1
2020-03-19,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,220,,23,3,9,39,6,0
2020-03-19,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,83,,4,1,10,15,1,0
2020-03-19,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,801,,37,42,27,126,8,14
2020-03-19,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,868,,54,29,27,200,11,7
2020-03-19,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,2702,,33,55,0,836,0,14
2020-03-19,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,1,,0,0,0,0,0,0
2020-03-19,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,921,,52,24,19,195,12,2
2020-03-19,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,241,,3,8,6,47,0,2
2020-03-19,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,453,,15,4,4,112,3,1
2020-03-19,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,6777,,590,498,941,1140,99,108
2020-03-19,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,23,,0,0,0,3,0,0
2020-03-19,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,167,,6,0,1,45,2,0
2020-03-19,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,482,,11,4,0,96,1,1
2020-03-19,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,1190,,44,53,18,217,7,13
2020-03-19,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,468,,15,5,2,49,2,0
2020-03-18,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,859,,21,19,38,176,8,8
2020-03-18,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,226,,9,13,0,19,0,1
2020-03-18,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,242,,5,1,4,49,0,0
2020-03-18,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,112,,4,1,4,20,0,0
2020-03-18,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,181,,17,3,8,33,4,1
2020-03-18,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,68,,3,1,10,10,1,1
2020-03-18,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,675,,29,28,15,108,6,11
2020-03-18,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,668,,43,22,5,237,19,10
2020-03-18,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,1866,,33,41,0,472,0,23
2020-03-18,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,1,,0,0,0,0,0,0
2020-03-18,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,726,,40,22,16,185,13,9
2020-03-18,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,194,,3,6,6,41,1,3
2020-03-18,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,341,,12,3,7,49,3,0
2020-03-18,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,5637,,491,390,951,766,151,35
2020-03-18,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,20,,0,0,0,3,0,0
2020-03-18,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,122,,4,0,1,25,1,0
2020-03-18,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,386,,10,3,0,73,0,1
2020-03-18,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,973,,37,40,14,208,4,4
2020-03-18,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,419,,13,5,2,64,0,0
2020-03-17,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,683,,13,11,0,129,6,4
2020-03-17,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,207,,9,12,0,33,8,1
2020-03-17,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,193,,5,1,3,16,2,0
2020-03-17,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,92,,4,1,1,19,0,0
2020-03-17,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,148,,13,2,8,29,4,1
2020-03-17,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,58,,2,0,10,0,0,0
2020-03-17,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,567,,23,17,12,0,0,0
2020-03-17,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,431,,24,12,5,97,0,3
2020-03-17,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,1394,,33,18,0,491,0,6
2020-03-17,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,1,,0,0,0,0,0,0
2020-03-17,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,541,,27,13,12,132,23,8
2020-03-17,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,153,,2,3,5,42,1,1
2020-03-17,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,292,,9,3,7,47,0,1
2020-03-17,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,4871,,340,355,951,706,87,142
2020-03-17,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,17,,0,0,0,9,0,0
2020-03-17,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,97,,3,0,1,20,1,0
2020-03-17,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,313,,10,2,0,39,5,1
2020-03-17,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,765,,33,36,11,135,4,13
2020-03-17,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,355,,13,5,2,43,0,1
2020-03-16,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,554,,7,7,0,117,7,1
2020-03-16,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,174,,1,11,0,27,1,4
2020-03-16,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,177,,3,1,3,40,3,0
2020-03-16,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,73,,4,1,1,45,4,0
2020-03-16,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,119,,9,1,7,10,9,0
2020-03-16,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,58,,2,0,10,7,2,0
2020-03-16,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,567,,23,17,12,166,23,7
2020-03-16,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,334,,24,9,5,42,24,3
2020-03-16,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,903,,33,12,0,188,33,4
2020-03-16,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,1,,0,0,0,0,0,0
2020-03-16,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,409,,4,5,2,0,4,0
2020-03-16,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,111,,1,2,4,16,1,0
2020-03-16,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,245,,9,2,4,50,9,0
2020-03-16,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,4165,,253,213,474,621,253,0
2020-03-16,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,8,,0,0,0,0,0,0
2020-03-16,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,77,,2,0,1,6,2,0
2020-03-16,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,274,,5,1,0,91,5,1
2020-03-16,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,630,,29,23,5,0,29,0
2020-03-16,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,312,,13,4,2,12,13,1
2020-03-15,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,437,,,6,,168,,4
2020-03-15,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,147,,,7,,67,,0
2020-03-15,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,137,,,1,,45,,0
2020-03-15,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,28,,,1,,0,,0
2020-03-15,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,109,,,1,,19,,0
2020-03-15,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,51,,,0,,20,,-6
2020-03-15,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,401,,,10,,112,,7
2020-03-15,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,292,,,6,,69,,0
2020-03-15,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,715,,,8,,206,,8
2020-03-15,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,1,,,0,,1,,-4
2020-03-15,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,409,,,5,,279,,3
2020-03-15,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,95,,,2,,29,,2
2020-03-15,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,195,,,2,,80,,-84
2020-03-15,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,3544,,,213,,604,,213
2020-03-15,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,8,,,0,,5,,0
2020-03-15,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,71,,,0,,24,,0
2020-03-15,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,183,,,0,,37,,0
2020-03-15,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,630,,,23,,213,,9
2020-03-15,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,300,,,3,,22,,0
2020-03-14,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,269,,,2,,50,,2
2020-03-14,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,80,,,7,,0,,0
2020-03-14,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,92,,,1,,25,,0
2020-03-14,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,28,,,1,,-2,,0
2020-03-14,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,90,,,1,,20,,1
2020-03-14,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,31,,,6,,2,,6
2020-03-14,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,289,,,3,,95,,-2
2020-03-14,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,223,,,6,,54,,5
2020-03-14,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,509,,,0,,193,,-4
2020-03-14,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,0,,,4,,0,,4
2020-03-14,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,130,,,2,,36,,1
2020-03-14,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,66,,,0,,27,,-1
2020-03-14,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,115,,,86,,30,,86
2020-03-14,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,2940,,,0,,950,,-81
2020-03-14,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,3,,,0,,1,,0
2020-03-14,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,47,,,0,,12,,0
2020-03-14,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,146,,,0,,16,,0
2020-03-14,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,417,,,14,,0,,0
2020-03-14,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,278,,,3,,35,,1
2020-03-13,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,219,,8,0,,104,4,0
2020-03-13,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,80,,3,7,,16,0,1
2020-03-13,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,67,,2,1,,20,0,0
2020-03-13,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,30,,2,1,,8,0,0
2020-03-13,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,70,,2,0,,19,-1,0
2020-03-13,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,29,,0,0,,13,0,0
2020-03-13,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,194,,10,5,,79,1,4
2020-03-13,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,169,,8,1,,77,4,1
2020-03-13,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,316,,25,4,,56,25,0
2020-03-13,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,0,,0,0,,0,0,0
2020-03-13,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,94,,2,1,,18,0,0
2020-03-13,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,39,,1,1,,20,0,0
2020-03-13,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,85,,2,0,,50,0,0
2020-03-13,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,1990,,180,81,,602,45,25
2020-03-13,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,2,,0,0,,2,0,0
2020-03-13,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,35,,1,0,,9,0,0
2020-03-13,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,130,,4,0,,57,1,0
2020-03-13,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,417,,20,14,,71,2,3
2020-03-13,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,243,,2,2,,38,1,0
2020-03-12,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,115,,4,0,,25,1,0
2020-03-12,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,64,,3,6,,19,0,2
2020-03-12,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,47,,2,1,,15,0,1
2020-03-12,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,22,,2,1,,6,1,1
2020-03-12,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,51,,3,0,,14,2,0
2020-03-12,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,16,,0,0,,4,0,0
2020-03-12,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,115,,9,1,,44,4,1
2020-03-12,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,92,,4,0,,21,2,0
2020-03-12,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,260,,0,4,,104,0,1
2020-03-12,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,0,,0,0,,0,0,0
2020-03-12,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,76,,2,1,,11,1,0
2020-03-12,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,19,,1,1,,10,0,1
2020-03-12,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,35,,2,0,,-4,0,0
2020-03-12,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,1388,,135,56,,364,33,25
2020-03-12,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,0,,0,0,,0,0,0
2020-03-12,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,26,,1,0,,15,1,0
2020-03-12,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,73,,3,0,,27,0,0
2020-03-12,ES,España,ES_PV,16,País Vasco,43.04336306,-2.616817921,346,,18,11,,121,3,5
2020-03-12,ES,España,ES_RI,17,La Rioja,42.27487336,-2.51703984,205,,1,2,,26,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,90,,3,0,,19,2,0
2020-03-11,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,45,,3,4,,7,0,1
2020-03-11,ES,España,ES_AS,3,Asturias,43.29235786,-5.993509325,32,,2,0,,10,0,0
2020-03-11,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,16,,1,0,,3,0,0
2020-03-11,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,37,,1,0,,12,0,0
2020-03-11,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,12,,0,0,,0,0,0
2020-03-11,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,71,,5,0,,32,3,0
2020-03-11,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,71,,2,0,,15,0,0
2020-03-11,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,156,,0,3,,32,0,0
2020-03-11,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,0,,0,0,,0,0,0
